Time (s),Speed (km/h),Acceleration (m/s^2),Steering Angle (°),Distance to Obstacle (m),Brake Intensity (%)
0.0,57.454011884736246,0.35540200186650767,9.430653818021014,84.91419661578882,15.085803384211175
0.1001001001001001,115.07143064099162,-2.6706887174202025,-3.373059857938985,105.24920704506187,0.0
0.2002002002002002,93.1993941811405,0.7603957020119264,-0.3591788377583498,96.38558018401238,3.614419815987617
0.3003003003003003,79.86584841970367,1.2211714905676463,-6.078045745232141,90.22303788389381,9.77696211610619
0.4004004004004004,35.601864044243655,1.1195808958620797,2.215601421515366,72.04308643314825,27.956913566851753
0.5005005005005005,35.59945203362027,2.1615614511092436,-4.386335689680514,56.5652793468871,43.4347206531129
0.6006006006006006,25.808361216819947,1.6678443090978081,-5.8601484312314644,59.87067913458349,40.12932086541651
0.7007007007007008,106.61761457749351,0.9183601584568734,0.3314525689195804,104.3652257501441,0.0
0.8008008008008008,80.11150117432088,-0.14033142291729406,-9.889884016791584,96.05614536929475,3.9438546307052462
0.9009009009009009,90.80725777960456,-3.321921867031983,-9.846719347015494,92.94411665227125,7.055883347728752
1.001001001001001,22.058449429580243,0.8592364382651717,-5.6186238179628445,51.646461184580744,48.353538815419256
1.1011011011011012,116.99098521619943,0.4153753743262223,-9.265572749983576,111.59404983793038,0.0
1.2012012012012012,103.24426408004217,0.5431576743907469,-7.839484917386173,98.44532009589294,1.5546799041070614
1.3013013013013013,41.23391106782762,-2.553497151640619,-3.222787013224968,64.668622238462,35.33137776153799
1.4014014014014016,38.18249672071006,-2.1621130808165248,6.051713591596258,65.9695214117889,34.030478588211096
1.5015015015015016,38.34045098534338,2.106305706665807,1.4409728673860158,68.24759870439244,31.752401295607555
1.6016016016016017,50.42422429595377,-0.07911030771331008,0.25335451912832774,72.18838882528581,27.811611174714187
1.7017017017017018,72.4756431632238,1.3630013947452488,-4.130223535837567,75.20999129611656,24.790008703883444
1.8018018018018018,63.194501864211574,0.056636752260922345,8.635074388656328,86.08258191654146,13.917418083458543
1.9019019019019021,49.12291401980419,0.05951227899149038,-2.059699175256167,80.93583221629571,19.064167783704292
2.002002002002002,81.18528947223794,1.8765676119519954,-8.25814466408457,93.85025469281649,6.149745307183508
2.1021021021021022,33.94938606520418,-1.0320894564347478,2.3413303223560256,61.286264680478006,38.713735319521994
2.2022022022022023,49.21446485352182,0.19224155388196673,-7.723232130467972,73.59977475702331,26.40022524297669
2.3023023023023024,56.63618432936917,-0.924550577410085,-3.0955371439661583,78.2854855885373,21.7145144114627
2.4024024024024024,65.6069984217036,-0.8689924548646312,0.1482387743561766,85.79747115866135,14.202528841338648
2.5025025025025025,98.51759613930136,-0.6183442469372787,7.484450493703516,102.60050051324109,0.0
2.6026026026026026,39.96737821583598,0.4442675432674257,-0.12906839319762753,66.31282011402551,33.68717988597449
2.702702702702703,71.42344384136116,-0.9574972433269546,4.045175320633286,86.12169970274839,13.878300297251613
2.802802802802803,79.24145688620425,2.5115122511470416,9.856336779981408,91.90713046617833,8.09286953382167
2.902902902902903,24.645041271999773,-1.7892146044390078,-7.370217602040368,69.60163224673371,30.398367753266285
3.0030030030030033,80.75448519014384,-0.3737432883227181,-4.50536948960961,93.89977529419554,6.1002247058044645
3.1031031031031033,37.05241236872915,-0.8794621165483498,-2.108478488047072,72.47148962124217,27.52851037875783
3.2032032032032034,26.50515929852795,2.8939557687074657,-1.5634364292233727,63.67171278891078,36.32828721108922
3.3033033033033035,114.88855372533332,0.39310955302314926,-1.7795784946890851,114.49657258868419,0.0
3.4034034034034035,116.56320330745594,2.0636890789372697,8.1522200511311,110.33041563352545,0.0
3.5035035035035036,100.83973481164611,-2.971120746073944,4.280652889337128,96.11442785495521,3.88557214504479
3.6036036036036037,50.46137691733707,0.5341005317385177,2.158104281814076,82.2475383092945,17.752461690705502
3.7037037037037037,29.767211400638388,1.779261591246874,-3.8125456427443583,68.37312206301434,31.626877936985665
3.8038038038038042,88.42330265121569,0.16456797855084837,6.475807684425895,91.99643121996543,8.00356878003457
3.9039039039039043,64.01524937396013,2.1309607501307024,9.101210229699777,79.61015984998384,20.389840150016155
4.004004004004004,32.20382348447788,-1.0345769002007443,6.423965651004529,67.58478946794276,32.415210532057245
4.104104104104104,69.51769101112703,2.81869488037116,-9.968697896170543,87.07476948190144,12.925230518098559
4.2042042042042045,23.43885211152184,4.5977962472385006,2.72802740366814,62.70588738391695,37.29411261608305
4.3043043043043046,110.9320402078782,-0.7256771208793181,-8.977292371157986,107.02256347115353,0.0
4.404404404404405,45.877998160001695,-0.8910050428015436,-4.847855593325563,81.43878595288275,18.561214047117247
4.504504504504505,86.2522284353982,2.906768954235402,-8.809505993044567,98.48382997887353,1.5161700211264701
4.604604604604605,51.1711076089411,3.1591442914614247,2.0759090589877545,76.53873176079567,23.46126823920433
4.704704704704705,72.00680211778108,-1.0457200543065366,3.731798269852135,90.70995396272797,9.290046037272035
4.804804804804805,74.67102793432797,-0.8403736341917145,-7.710247238681898,82.1728944495263,17.827105550473703
4.904904904904905,38.485445552552704,-0.5635692177210144,-2.3232223391004103,71.2323580260104,28.767641973989598
5.005005005005005,116.95846277645586,-2.688901022068554,-0.8752698208891587,117.52576313689349,0.0
5.105105105105105,97.51328233611146,-1.8373038929683965,-2.618939564781668,97.66641169109386,2.333588308906144
5.205205205205205,113.9498941564189,-2.0082815335041357,-7.579499990296139,102.73677743511404,0.0
5.305305305305305,109.48273504276489,-1.5355951302082569,-1.621044196250491,101.48092307841713,0.0
5.405405405405406,79.78999788110852,-0.06936977477356236,5.023560956168362,84.44683375384231,15.553166246157687
5.505505505505506,112.18742350231169,0.4684294650730415,-8.579846709334891,102.16990221051732,0.0
5.605605605605606,28.84925020519195,3.1010009856281537,-8.39639971836193,62.57208460964582,37.42791539035418
5.705705705705706,39.59828624191452,-1.996708081477582,-2.9045741632803157,62.77130802506406,37.22869197493594
5.805805805805806,24.522728891053806,1.9686447969531675,8.834514232378503,62.33945611527491,37.66054388472509
5.9059059059059065,52.53303307632643,-0.4279776884510179,3.371452934458281,80.77790240709645,19.222097592903552
